"Time X-dir (sec)","X Payload Deflection (mm)","X Crane Position (mm)","X Actual Velocity (mm/sec)","X Command Velocity (mm/sec)","X Deflection Error (mm)","Time Y-dir (sec)","Y Payload Deflection (mm)","Y Crane Position (mm)","Y Actual Velocity (mm/sec)","Y Command Velocity (mm/sec)","Y Deflection Error (mm)"
132996,-68,-442,0,0,-576.252,4.128372,8,-34,-6,-18,0
134620,-66,-442,0,0,-576.252,4.1792,25,-35,-58,-69,0
136244,-64,-442,0,0,-576.252,4.230296,37,-38,-29,-18,0
137868.1,-62,-442,0,0,-576.252,4.281432,49,-40,-58,-69,0
139492.3,-56,-442,0,0,-576.252,4.332105,78,-42,-29,-18,0
141116.5,-54,-442,0,0,-576.252,4.383291,88,-44,-58,-69,0
142740.8,-53,-442,0,0,-576.252,4.43444,93,-49,-109,-120,0
144365.1,-51,-442,0,0,-576.252,4.485278,91,-54,-80,-69,0
145989.5,-49,-442,0,0,-576.252,4.536299,93,-56,-29,-18,0
147613.9,-48,-442,0,0,-576.252,4.587483,96,-58,-58,-69,0
149238.4,-47,-442,0,0,-576.252,4.63824,99,-63,-109,-120,0
150862.9,-45,-442,0,0,-576.252,4.689488,97,-68,-80,-69,0
152487.5,-44,-442,0,0,-576.252,4.740481,80,-72,-109,-120,0
154112.1,-43,-442,0,0,-576.252,4.79131,76,-77,-80,-69,0
155736.8,-44,-442,0,0,-576.252,4.842278,72,-80,-29,-18,0
157361.5,-44,-442,0,0,-576.252,4.893789,64,-82,-58,-69,0
158986.3,-45,-442,0,0,-576.252,4.944295,50,-85,-29,-18,0
160611.1,-45,-442,0,0,-576.252,4.995526,37,-86,-58,-69,0
162236,-45,-442,0,0,-576.252,5.046463,29,-89,-29,-18,0
163861,-48,-442,0,0,-576.252,5.097384,21,-89,22,33,0
165486,-50,-442,0,0,-576.252,5.1484,13,-88,-7,-18,0
167111,-54,-442,0,0,-576.252,5.199605,-13,-90,-58,-69,0
168736.1,-56,-442,0,0,-576.252,5.250419,-21,-93,-29,-18,0
170361.2,-59,-442,0,0,-576.252,5.301399,-26,-93,22,33,0
171986.4,-61,-442,0,0,-576.252,5.352545,-33,-92,-7,-18,0
173611.6,-62,-442,0,0,-576.252,5.403484,-38,-92,22,33,0
175236.9,-63,-442,0,0,-576.252,5.454412,-41,-90,73,84,0
176862.3,-64,-442,0,0,-576.252,5.505636,-43,-86,44,33,0
178487.7,-69,-442,0,0,-576.252,5.556482,-50,-85,-6,-18,0
180113.1,-70,-442,0,0,-576.252,5.607395,-50,-85,22,33,0
181738.6,-73,-442,0,0,-576.252,5.65871,-49,-83,73,84,0
183364.2,-75,-442,0,0,-576.252,5.709534,-47,-79,44,33,0
184989.8,-75,-442,0,0,-576.252,5.760472,-42,-79,-6,-18,0
186615.4,-74,-442,0,0,-576.252,5.811724,-33,-79,22,33,0
188241.1,-75,-442,0,0,-576.252,5.862515,-17,-76,73,84,0
189866.8,-75,-442,0,0,-576.252,5.913387,-10,-73,44,33,0
191492.6,-74,-442,0,0,-576.252,5.964592,1,-72,-7,-18,0
193118.5,-72,-442,0,0,-576.252,6.01554,11,-72,22,33,0
194744.4,-72,-442,0,0,-576.252,6.066495,20,-71,-7,-18,0
196370.3,-70,-442,0,0,-576.252,6.117756,26,-73,-58,-69,0
197996.3,-69,-442,0,0,-576.252,6.168495,33,-75,-29,-18,0
199622.4,-63,-442,0,0,-576.252,6.219577,56,-76,22,33,0
201248.5,-62,-442,0,0,-576.252,6.270744,61,-75,-7,-18,0
202874.7,-61,-442,0,0,-576.252,6.321572,68,-76,-58,-69,0
204500.9,-59,-442,0,0,-576.252,6.372562,72,-79,-29,-18,0
206127.1,-56,-442,0,0,-576.252,6.423896,73,-81,-58,-69,0
207753.5,-54,-442,0,0,-576.252,6.474599,72,-85,-109,-120,0
209379.8,-53,-442,0,0,-576.252,6.525754,70,-90,-80,-69,0
211006.2,-50,-442,0,0,-576.252,6.576778,70,-93,-29,-18,0
212632.7,-47,-442,0,0,-576.252,6.627653,61,-95,-58,-69,0
214259.2,-45,-442,0,0,-576.252,6.678668,53,-98,-29,-18,0
215885.8,-44,-442,0,0,-576.252,6.729784,45,-99,-58,-69,0
217512.4,-44,-442,0,0,-576.252,6.780614,41,-102,-29,-18,0
219139,-43,-442,0,0,-576.252,6.831607,35,-104,-58,-69,0
220765.8,-43,-442,0,0,-576.252,6.882754,26,-106,-29,-18,0
222392.5,-43,-442,0,0,-576.252,6.933753,20,-107,22,33,0
224019.4,-43,-442,0,0,-576.252,6.984633,12,-106,-7,-18,0
225646.2,-44,-442,0,0,-576.252,7.036051,6,-108,-58,-69,0
227273.2,-44,-442,0,0,-576.252,7.086706,0,-110,-29,-18,0
228900.1,-48,-442,0,0,-576.252,7.137643,-17,-110,22,33,0
230527.2,-50,-442,0,0,-576.252,7.188998,-21,-109,-7,-18,0
232154.2,-51,-442,0,0,-576.252,7.239736,-25,-109,22,33,0
233781.4,-53,-442,0,0,-576.252,7.290974,-27,-109,-7,-18,0
235408.5,-55,-442,0,0,-576.252,7.341931,-29,-109,22,33,0
237035.8,-57,-442,0,0,-576.252,7.392751,-32,-106,73,84,0
238663,-59,-442,0,0,-576.252,7.443784,-35,-103,44,33,0
240290.4,-64,-442,0,0,-576.252,7.494902,-33,-102,-7,-18,0
241917.8,-66,-442,0,0,-576.252,7.54585,-31,-102,22,33,0
243545.2,-68,-442,0,0,-576.252,7.596752,-29,-99,73,84,0
245172.7,-70,-442,0,0,-576.252,7.648004,-25,-96,44,33,0
246800.2,-72,-442,0,0,-576.252,7.69873,-19,-95,-7,-18,0
248427.8,-73,-442,0,0,-576.252,7.74979,-12,-95,22,33,0
250055.4,-75,-442,0,0,-576.252,7.800994,6,-94,-6,-18,0
251683.1,-75,-442,0,0,-576.252,7.851887,12,-94,22,33,0
251683.1,-76,-442,0,0,-576.252,7.902825,18,-94,0,0,0
253310.9,-75,-442,0,0,-576.252,7.954184,26,-94,0,0,0
254938.8,-75,-442,0,0,-576.252,8.004832,35,-94,0,0,0
256566.6,-74,-442,0,0,-576.252,8.055954,39,-94,0,0,0
258194.6,-73,-442,0,0,-576.252,8.106997,44,-94,0,0,0
259822.6,-70,-442,0,0,-576.252,8.15785,54,-94,0,0,0
261450.6,-68,-442,0,0,-576.252,8.208832,56,-94,0,0,0
263078.8,-67,-442,0,0,-576.252,8.260111,59,-94,0,0,0
264706.9,-66,-442,0,0,-576.252,8.310885,60,-94,0,0,0
266335.1,-63,-442,0,0,-576.252,8.361826,60,-94,0,0,0
267963.4,-61,-442,0,0,-576.252,8.412985,60,-94,0,0,0
269591.7,-56,-442,0,0,-576.252,8.463979,55,-94,0,0,0
271220,-54,-442,0,0,-576.252,8.514891,53,-94,0,0,0
272848.4,-53,-442,0,0,-576.252,8.566098,48,-94,0,0,0
274476.9,-50,-442,0,0,-576.252,8.616989,44,-94,0,0,0
276105.4,-49,-442,0,0,-576.252,8.667841,39,-94,0,0,0
277734,-48,-442,0,0,-576.252,8.719137,35,-94,0,0,0
279362.6,-47,-442,0,0,-576.252,8.769937,29,-94,0,0,0
280991.3,-45,-442,0,0,-576.252,8.821022,23,-94,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,-576.252,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
